"id","name","age","potential","body_type","value","wage"
"530","D. Sturridge","28","80","Normal","15500000","125000"
"531","Raúl García","31","80","Normal","13000000","30000"
"532","S. Defour","30","80","Normal","13500000","65000"
"533","M. Škrtel","33","80","Normal","6000000","68000"
"534","S. Radu","31","80","Normal","10000000","51000"
"535","G. Cahill","32","80","Normal","8500000","99000"
"536","L. Diarra","33","80","Normal","6000000","75000"
"537","L. Perrin","32","80","Normal","8500000","37000"
"538","Dante","34","80","Normal","4500000","37000"
"539","A. Granqvist","33","80","Normal","0","0"
"540","A. Gignac","32","80","Stocky","12000000","70000"
"541","M. Gómez","32","80","Normal","12000000","46000"
"542","I. Akinfeev","32","80","Normal","8500000","1000"
"543","I. Denisov","34","80","Normal","4500000","1000"
"544","Juanfran","33","80","Lean","5500000","53000"
"545","Diego López","36","80","Lean","2000000","17000"
"546","Santi Cazorla","33","80","Stocky","8500000","39000"
"547","Jesús Navas","32","80","Lean","11500000","22000"
"548","J. Mascherano","34","80","Normal","4500000","20000"
"549","A. Mirante","34","80","Lean","6000000","51000"
"550","D. Srna","36","80","Normal","1700000","27000"
"551","B. Schweinsteiger","33","80","Normal","6000000","11000"
"552","Moyá","34","80","Normal","6000000","26000"
"553","W. Rooney","32","80","Stocky","12000000","13000"
"554","Fernando Torres","34","80","Normal","8000000","10000"
"555","S. Sorrentino","39","80","Normal","1000000","10000"
"556","V. Tsygankov","20","86","Lean","18000000","1000"
"557","Rúben Dias","21","85","Stocky","15000000","10000"
"558","David Neres","21","86","Normal","18000000","18000"
"559","Raphinha","21","86","Lean","18000000","13000"
"560","A. Harit","21","86","Lean","18000000","27000"
"561","Richarlison","21","86","Normal","18000000","79000"
"562","L. Martínez","20","86","Normal","18000000","54000"
"563","F. Kessié","21","88","Normal","19500000","24000"
"564","Luimo Boas Santos","30","79","Normal","12000000","26000"
"565","Gabri Prestão","26","79","Normal","9000000","24000"
"566","Melvin Parrela","30","79","Normal","9500000","20000"
"567","Antônio Chiamuloira","30","79","Normal","9500000","30000"
"568","Maikel Catarino","34","79","Normal","3600000","38000"
"569","A. Lunev","26","81","Normal","0","0"
"570","André Silva","22","87","Normal","19000000","84000"
"571","C. Pulisic","19","87","Lean","18000000","26000"
"572","M. Dmitrović","26","80","Normal","10000000","21000"
"573","L. Tousart","21","84","Normal","14500000","43000"
"574","Marcos Llorente","23","87","Lean","16000000","110000"
"575","B. Verbič","24","81","Normal","15500000","1000"
"576","S. Bergwijn","20","86","Stocky","18000000","17000"
"577","A. Diallo","22","86","Lean","15000000","43000"
"578","A. Golovin","22","85","Lean","17000000","61000"
"579","M. Campaña","29","80","Normal","10000000","21000"
"580","C. Pavón","22","85","Normal","17500000","27000"
"581","K. Toko-Ekambi","25","80","Lean","15000000","38000"
"582","Granell","29","79","Normal","12000000","37000"
"583","F. Cervi","24","84","Normal","17000000","15000"
"584","J. Weigl","22","84","Lean","14500000","43000"
"585","V. Lindelöf","23","85","Lean","14500000","91000"
"586","A. Rebić","24","82","Normal","16000000","39000"
"587","A. Sanabria","22","85","Normal","17500000","27000"
"588","R. Battaglia","26","80","Normal","14500000","17000"
"589","M. Philipp","24","84","Lean","17000000","53000"
"590","A. Saint-Maximin","21","86","Normal","18000000","31000"
"591","D. Zappacosta","26","81","Lean","12500000","94000"
"592","L. Alario","25","82","Normal","16000000","67000"
"593","D. Benedetto","28","79","Normal","13000000","32000"
"594","I. Marcone","28","80","Normal","11500000","31000"
"595","J. Gbamin","22","84","Normal","14500000","26000"
"596","J. Lerma","23","84","Lean","14500000","55000"
"597","Ricardo Horta","23","84","Lean","17000000","16000"
"598","R. Zobnin","24","86","Lean","15000000","1000"
"599","M. Meyer","22","83","Lean","16000000","53000"
"600","Bruma","23","83","Lean","16500000","48000"
"601","R. Centurión","25","81","Normal","15500000","25000"
"602","Jonny","24","83","Normal","13500000","43000"
"603","Otávio","23","85","Lean","17500000","15000"
"604","J. Hofmann","25","80","Lean","15000000","32000"
"605","N. Aké","23","84","Lean","14500000","55000"
"606","J. Hector","28","79","Normal","10000000","26000"
"607","S. Kolašinac","25","82","Stocky","13000000","89000"
"608","G. Pizarro","28","79","Lean","10000000","58000"
"609","Roger","27","80","Normal","14500000","32000"
"610","Sergio Rico","24","83","Lean","11500000","13000"
"611","L. Milivojević","27","81","Normal","12500000","56000"
"612","D. Baselli","26","82","Lean","15500000","49000"
"613","K. Rekik","23","83","Normal","14000000","26000"
"614","Denis Suárez","24","86","Lean","17500000","120000"
"615","W. Orban","25","81","Normal","13000000","48000"
"616","Mário Rui","27","80","Lean","11500000","60000"
"617","Iñigo Martínez","27","80","Normal","12000000","26000"
"618","K. Zouma","23","83","Normal","14000000","80000"
"619","Roque Mesa","29","79","Stocky","10000000","20000"
"620","J. Brooks","25","84","Normal","14000000","44000"
"621","L. Karius","25","83","Normal","11500000","71000"
"622","Zé Luís","27","80","Normal","14500000","1000"
"623","D. Klaassen","25","81","Normal","15000000","32000"
"624","M. Elyounoussi","23","85","Normal","17500000","48000"
"625","L. Bittencourt","24","82","Lean","16000000","35000"
"626","Sergi Darder","24","83","Lean","16000000","29000"
"627","J. Roussillon","25","84","Stocky","14000000","44000"
"628","D. Demme","26","80","Normal","12000000","50000"
"629","J. Gouweleeuw","26","80","Normal","12000000","28000"
"630","M. Rojo","28","79","Normal","10000000","115000"
"631","J. Veretout","25","84","Normal","16500000","59000"
"632","L. Kurzawa","25","82","Lean","13000000","68000"
"633","G. Ramírez","27","79","Lean","13000000","41000"
"634","David López","28","79","Normal","10000000","32000"
"635","C. Tătăruşanu","32","79","Lean","7000000","23000"
"636","A. Mandi","26","82","Lean","13000000","26000"
"637","D. Sidibé","25","80","Normal","12000000","61000"
"638","Y. Konoplyanka","28","79","Normal","12500000","41000"
"639","S. Berghuis","26","80","Lean","15000000","20000"
"640","H. Vanaken","25","81","Lean","15500000","27000"
"641","Campaña","25","82","Normal","15500000","28000"
"642","M. van Ginkel","25","80","Lean","14500000","98000"
"643","Nolito","31","79","Normal","11000000","21000"
"644","M. Gregoritsch","24","82","Normal","16000000","27000"
"645","Ibai Gómez","28","79","Normal","12500000","31000"
"646","Danilo","26","80","Lean","12000000","110000"
"647","R. Barkley","24","82","Normal","16000000","89000"
"648","M. Ryan","26","81","Normal","10500000","41000"
"649","Sergio León","29","79","Normal","12500000","32000"
"650","B. Stambouli","27","79","Normal","10500000","33000"
"651","J. Guilavogui","27","80","Lean","12000000","46000"
"652","Sérgio Oliveira","26","82","Normal","15500000","17000"
"653","D. Caligiuri","30","79","Normal","9000000","33000"
"654","C. Wilson","26","81","Normal","15500000","77000"
"655","P. Jones","26","80","Normal","12000000","110000"
"656","Borja García","27","79","Normal","13000000","35000"
"657","Y. Belhanda","28","79","Normal","12500000","65000"
"658","G. Pezzella","27","81","Normal","12500000","56000"
"659","Jaume Costa","30","79","Normal","9000000","34000"
"660","C. Tosun","27","80","Normal","14500000","105000"
"661","Escudero","28","79","Lean","10000000","20000"
"662","Kike García","28","79","Normal","13000000","32000"
"663","Elkeson","28","79","Stocky","13000000","25000"
"664","Ricardo Goulart","27","80","Normal","14500000","25000"
"665","J. Guðmundsson","27","79","Normal","13000000","61000"
"666","N. Clyne","27","80","Normal","11500000","94000"
"667","M. Hitz","30","79","Normal","8000000","41000"
"668","De Marcos","29","79","Lean","9500000","27000"
"669","B. Mee","28","79","Normal","10000000","58000"
"670","Rafael","27","79","Normal","10500000","60000"
"671","Iborra","30","79","Normal","9500000","66000"
"672","J. Wilshere","26","81","Normal","15000000","83000"
"673","B. Hübner","28","79","Normal","10000000","39000"
"674","Souza","29","79","Normal","10000000","44000"
"675","F. Coquelin","27","80","Normal","12000000","36000"
"676","Alex Teixeira","28","79","Normal","13000000","30000"
"677","A. Dzagoev","28","79","Normal","12500000","1000"
"678","I. Smolnikov","29","79","Lean","0","0"
"679","Y. M'Vila","28","80","Normal","11500000","36000"
"680","K. Asamoah","29","79","Stocky","9500000","62000"
"681","R. Zieler","29","80","Normal","10000000","32000"
"682","D. Drinkwater","28","79","Normal","12500000","110000"
"683","N. Kalinić","30","79","Lean","12000000","60000"
"684","Mariano","32","79","Lean","7000000","57000"
"685","S. Feghouli","28","79","Normal","12500000","65000"
"686","Adrien Silva","29","79","Normal","12000000","75000"
"687","Fernando","30","79","Lean","9500000","57000"
"688","I. Traoré","30","79","Lean","12000000","34000"
"689","G. Mercado","31","79","Stocky","8500000","19000"
"690","N. Petersen","29","79","Normal","12500000","35000"
"691","O. Karnezis","32","79","Normal","7000000","48000"
"692","M. Sakho","28","80","Normal","11500000","58000"
"693","Sidnei","28","80","Stocky","11500000","27000"
"694","S. Jovetić","28","79","Normal","13000000","79000"
"695","Eder","31","79","Normal","11500000","29000"
"696","J. Hernández","30","79","Normal","12000000","90000"
"697","Fabricio","30","79","Normal","8000000","47000"
"698","Kiko Casilla","31","79","Normal","7500000","105000"
"699","Ángel","31","79","Lean","11500000","31000"
"700","M. Schneiderlin","28","79","Lean","10000000","92000"
"701","M. Fellaini","30","79","Lean","11500000","120000"
"702","P. Wernbloom","32","79","Normal","7000000","1000"
"703","D. Ospina","29","79","Normal","8500000","80000"
"704","S. Mignolet","30","79","Normal","8000000","76000"
"705","A. Begović","31","79","Lean","7500000","52000"
"706","N. Şahin","29","79","Lean","10000000","32000"
"707","R. Bertrand","28","79","Normal","10000000","53000"
"708","A. Masiello","32","79","Normal","7000000","30000"
"709","T. Walcott","29","79","Lean","12500000","105000"
"710","Charles","34","79","Normal","6500000","31000"
"711","T. Heaton","32","79","Normal","7000000","45000"
"712","H. Ben Arfa","31","79","Lean","11000000","38000"
"713","D. Abraham","31","79","Normal","8500000","37000"
"714","E. Lavezzi","33","79","Stocky","8000000","22000"
"715","S. Kalou","32","79","Lean","10000000","34000"
"716","J. Farfán","33","79","Normal","7500000","1000"
"717","R. Babel","31","79","Normal","11000000","55000"
"718","A. Young","32","79","Lean","7000000","110000"
"719","J. Hart","31","79","Normal","7500000","45000"
"720","L. López","35","79","Normal","6000000","22000"
"721","D. Baier","34","79","Normal","3800000","28000"
"722","B. Yılmaz","32","79","Lean","10000000","41000"
"723","R. Adler","33","79","Normal","6500000","25000"
"724","S. Lichtsteiner","34","79","Lean","3600000","94000"
"725","E. Adebayor","34","79","Lean","6500000","34000"
"726","E. Belözoğlu","37","79","Stocky","4000000","23000"
"727","Loren","24","83","Lean","14000000","25000"
"728","Éder Militão","20","87","Lean","14000000","10000"
"729","F. Chiesa","20","87","Lean","16000000","46000"
"730","M. Lazzari","24","81","Lean","13000000","15000"
"731","A. Hakimi","19","86","Normal","12500000","49000"
"732","S. Nakajima","23","84","Normal","14000000","12000"
"733","L. Jović","20","86","Normal","15500000","12000"
"734","S. Ascacíbar","21","84","Normal","12000000","24000"
"735","A. Lafont","19","90","Lean","14000000","12000"
"736","T. Alexander-Arnold","19","88","Lean","14000000","36000"
"737","F. Krovinović","22","84","Normal","14000000","12000"
"738","Sidney Pessinho","26","78","Normal","9000000","27000"
"739","Everticinho","30","78","Normal","7500000","29000"
"740","Claudio Coíntra","34","78","Normal","5000000","30000"
"741","Ronaldo Esler","30","78","Lean","7500000","34000"
"742","P. Lees-Melou","25","80","Lean","12500000","33000"
"743","B. Chilwell","21","85","Normal","12500000","43000"
"744","João Novais","24","81","Normal","13000000","15000"
"745","D. Calabria","21","88","Normal","14500000","52000"
"746","F. Mendy","23","86","Normal","13000000","47000"
"747","L. Pellegrini","22","84","Normal","14000000","51000"
"748","Soares","27","79","Normal","12000000","17000"
"749","Daniel Podence","22","84","Normal","14000000","1000"
"750","M. Díaz","32","78","Stocky","6000000","15000"
"751","G. Martínez","25","82","Lean","13500000","25000"
"752","M. Eggestein","21","84","Lean","14000000","22000"
"753","Trezeguet","23","80","Normal","13000000","15000"
"754","N. Amiri","21","85","Normal","14500000","27000"
"755","Vallejo","21","86","Lean","13500000","81000"
"756","J. Gomez","21","88","Normal","14500000","61000"
"757","Diogo Jota","21","86","Lean","15500000","56000"
"758","Joan Jordán","23","83","Lean","13500000","22000"
"759","Dyego Sousa","28","78","Normal","10500000","19000"
"760","A. Marušić","25","79","Normal","12500000","46000"
"761","David Soria","25","80","Normal","9000000","18000"
"762","V. Rongier","23","83","Normal","14000000","25000"
"763","W. Weghorst","25","80","Lean","13000000","48000"
"764","O. Al Soma","29","78","Normal","10500000","47000"
"765","M. Nakamba","24","83","Normal","12000000","20000"
"766","Petros","29","78","Lean","10000000","43000"
"767","Pablo Maffeo","20","86","Lean","13000000","24000"
"768","Y. Mina","23","85","Normal","12500000","68000"
"769","M. Dúbravka","29","80","Lean","8500000","39000"
"770","Diego Carlos","25","80","Normal","10500000","25000"
"771","D. Djené","26","79","Normal","10000000","23000"
"772","G. Simeone","22","85","Normal","15000000","53000"
"773","M. Meza","25","79","Lean","12500000","23000"
"774","Bastos","26","79","Normal","10000000","44000"
"775","S. Lobotka","23","84","Normal","14000000","22000"
"776","Y. Tielemans","21","87","Normal","16000000","47000"
"777","Marcelo Goiano","30","78","Lean","7500000","15000"
"778","K. Tete","22","83","Normal","11500000","47000"
"779","Capa","26","81","Stocky","10500000","23000"
"780","M. Sportiello","26","81","Lean","9000000","22000"
"781","Jemerson","25","81","Lean","11000000","55000"
"782","N. Maksimović","26","81","Lean","11000000","54000"
"783","D. Zapata","27","79","Normal","12000000","41000"
"784","J. Correa","23","83","Lean","14000000","42000"
"785","E. Rigoni","25","81","Lean","13000000","29000"
"786","C. Izquierdoz","29","78","Normal","8000000","25000"
"787","W. Barrios","24","85","Lean","12500000","20000"
"788","J. Mojica","25","81","Lean","10500000","28000"
"789","A. Selikhov","24","82","Normal","9500000","1000"
"790","A. Iwobi","22","84","Normal","14000000","81000"
"791","D. Laxalt","25","80","Lean","12500000","76000"
"792","N. Bentaleb","23","83","Lean","13500000","29000"
"793","N. Stark","23","84","Normal","12000000","24000"
"794","M. Lemina","24","83","Normal","13500000","44000"
"795","L. Dendoncker","23","84","Normal","12000000","18000"
"796","Ricardo Esgaio","25","80","Normal","12500000","16000"
"797","P. Sisto","23","84","Lean","14000000","25000"
"798","P. Max","24","81","Normal","11000000","22000"
"799","R. Gagliardini","24","82","Lean","11500000","46000"
