Name,Age,Potential,Body Type,Value,Wage
D. Sturridge,28,80,Normal,15500000.00,125000.00
Raúl García,31,80,Normal,13000000.00,30000.00
S. Defour,30,80,Normal,13500000.00,65000.00
M. Škrtel,33,80,Normal,6000000.00,68000.00
S. Radu,31,80,Normal,10000000.00,51000.00
G. Cahill,32,80,Normal,8500000.00,99000.00
L. Diarra,33,80,Normal,6000000.00,75000.00
L. Perrin,32,80,Normal,8500000.00,37000.00
Dante,34,80,Normal,4500000.00,37000.00
A. Granqvist,33,80,Normal,0.00,0.00
A. Gignac,32,80,Stocky,12000000.00,70000.00
M. Gómez,32,80,Normal,12000000.00,46000.00
I. Akinfeev,32,80,Normal,8500000.00,1000.00
I. Denisov,34,80,Normal,4500000.00,1000.00
Juanfran,33,80,Lean,5500000.00,53000.00
Diego López,36,80,Lean,2000000.00,17000.00
Santi Cazorla,33,80,Stocky,8500000.00,39000.00
Jesús Navas,32,80,Lean,11500000.00,22000.00
J. Mascherano,34,80,Normal,4500000.00,20000.00
A. Mirante,34,80,Lean,6000000.00,51000.00
D. Srna,36,80,Normal,1700000.00,27000.00
B. Schweinsteiger,33,80,Normal,6000000.00,11000.00
Moyá,34,80,Normal,6000000.00,26000.00
W. Rooney,32,80,Stocky,12000000.00,13000.00
Fernando Torres,34,80,Normal,8000000.00,10000.00
S. Sorrentino,39,80,Normal,1000000.00,10000.00
V. Tsygankov,20,86,Lean,18000000.00,1000.00
Rúben Dias,21,85,Stocky,15000000.00,10000.00
David Neres,21,86,Normal,18000000.00,18000.00
Raphinha,21,86,Lean,18000000.00,13000.00
A. Harit,21,86,Lean,18000000.00,27000.00
Richarlison,21,86,Normal,18000000.00,79000.00
L. Martínez,20,86,Normal,18000000.00,54000.00
F. Kessié,21,88,Normal,19500000.00,24000.00
Luimo Boas Santos,30,79,Normal,12000000.00,26000.00
Gabri Prestão,26,79,Normal,9000000.00,24000.00
Melvin Parrela,30,79,Normal,9500000.00,20000.00
Antônio Chiamuloira,30,79,Normal,9500000.00,30000.00
Maikel Catarino,34,79,Normal,3600000.00,38000.00
A. Lunev,26,81,Normal,0.00,0.00
André Silva,22,87,Normal,19000000.00,84000.00
C. Pulisic,19,87,Lean,18000000.00,26000.00
M. Dmitrović,26,80,Normal,10000000.00,21000.00
L. Tousart,21,84,Normal,14500000.00,43000.00
Marcos Llorente,23,87,Lean,16000000.00,110000.00
B. Verbič,24,81,Normal,15500000.00,1000.00
S. Bergwijn,20,86,Stocky,18000000.00,17000.00
A. Diallo,22,86,Lean,15000000.00,43000.00
A. Golovin,22,85,Lean,17000000.00,61000.00
M. Campaña,29,80,Normal,10000000.00,21000.00
C. Pavón,22,85,Normal,17500000.00,27000.00
K. Toko-Ekambi,25,80,Lean,15000000.00,38000.00
Granell,29,79,Normal,12000000.00,37000.00
F. Cervi,24,84,Normal,17000000.00,15000.00
J. Weigl,22,84,Lean,14500000.00,43000.00
V. Lindelöf,23,85,Lean,14500000.00,91000.00
A. Rebić,24,82,Normal,16000000.00,39000.00
A. Sanabria,22,85,Normal,17500000.00,27000.00
R. Battaglia,26,80,Normal,14500000.00,17000.00
M. Philipp,24,84,Lean,17000000.00,53000.00
A. Saint-Maximin,21,86,Normal,18000000.00,31000.00
D. Zappacosta,26,81,Lean,12500000.00,94000.00
L. Alario,25,82,Normal,16000000.00,67000.00
D. Benedetto,28,79,Normal,13000000.00,32000.00
I. Marcone,28,80,Normal,11500000.00,31000.00
J. Gbamin,22,84,Normal,14500000.00,26000.00
J. Lerma,23,84,Lean,14500000.00,55000.00
Ricardo Horta,23,84,Lean,17000000.00,16000.00
R. Zobnin,24,86,Lean,15000000.00,1000.00
M. Meyer,22,83,Lean,16000000.00,53000.00
Bruma,23,83,Lean,16500000.00,48000.00
R. Centurión,25,81,Normal,15500000.00,25000.00
Jonny,24,83,Normal,13500000.00,43000.00
Otávio,23,85,Lean,17500000.00,15000.00
J. Hofmann,25,80,Lean,15000000.00,32000.00
N. Aké,23,84,Lean,14500000.00,55000.00
J. Hector,28,79,Normal,10000000.00,26000.00
S. Kolašinac,25,82,Stocky,13000000.00,89000.00
G. Pizarro,28,79,Lean,10000000.00,58000.00
Roger,27,80,Normal,14500000.00,32000.00
Sergio Rico,24,83,Lean,11500000.00,13000.00
L. Milivojević,27,81,Normal,12500000.00,56000.00
D. Baselli,26,82,Lean,15500000.00,49000.00
K. Rekik,23,83,Normal,14000000.00,26000.00
Denis Suárez,24,86,Lean,17500000.00,120000.00
W. Orban,25,81,Normal,13000000.00,48000.00
Mário Rui,27,80,Lean,11500000.00,60000.00
Iñigo Martínez,27,80,Normal,12000000.00,26000.00
K. Zouma,23,83,Normal,14000000.00,80000.00
Roque Mesa,29,79,Stocky,10000000.00,20000.00
J. Brooks,25,84,Normal,14000000.00,44000.00
L. Karius,25,83,Normal,11500000.00,71000.00
Zé Luís,27,80,Normal,14500000.00,1000.00
D. Klaassen,25,81,Normal,15000000.00,32000.00
M. Elyounoussi,23,85,Normal,17500000.00,48000.00
L. Bittencourt,24,82,Lean,16000000.00,35000.00
Sergi Darder,24,83,Lean,16000000.00,29000.00
J. Roussillon,25,84,Stocky,14000000.00,44000.00
D. Demme,26,80,Normal,12000000.00,50000.00
J. Gouweleeuw,26,80,Normal,12000000.00,28000.00
M. Rojo,28,79,Normal,10000000.00,115000.00
J. Veretout,25,84,Normal,16500000.00,59000.00
L. Kurzawa,25,82,Lean,13000000.00,68000.00
G. Ramírez,27,79,Lean,13000000.00,41000.00
David López,28,79,Normal,10000000.00,32000.00
C. Tătăruşanu,32,79,Lean,7000000.00,23000.00
A. Mandi,26,82,Lean,13000000.00,26000.00
D. Sidibé,25,80,Normal,12000000.00,61000.00
Y. Konoplyanka,28,79,Normal,12500000.00,41000.00
S. Berghuis,26,80,Lean,15000000.00,20000.00
H. Vanaken,25,81,Lean,15500000.00,27000.00
Campaña,25,82,Normal,15500000.00,28000.00
M. van Ginkel,25,80,Lean,14500000.00,98000.00
Nolito,31,79,Normal,11000000.00,21000.00
M. Gregoritsch,24,82,Normal,16000000.00,27000.00
Ibai Gómez,28,79,Normal,12500000.00,31000.00
Danilo,26,80,Lean,12000000.00,110000.00
R. Barkley,24,82,Normal,16000000.00,89000.00
M. Ryan,26,81,Normal,10500000.00,41000.00
Sergio León,29,79,Normal,12500000.00,32000.00
B. Stambouli,27,79,Normal,10500000.00,33000.00
J. Guilavogui,27,80,Lean,12000000.00,46000.00
Sérgio Oliveira,26,82,Normal,15500000.00,17000.00
D. Caligiuri,30,79,Normal,9000000.00,33000.00
C. Wilson,26,81,Normal,15500000.00,77000.00
P. Jones,26,80,Normal,12000000.00,110000.00
Borja García,27,79,Normal,13000000.00,35000.00
Y. Belhanda,28,79,Normal,12500000.00,65000.00
G. Pezzella,27,81,Normal,12500000.00,56000.00
Jaume Costa,30,79,Normal,9000000.00,34000.00
C. Tosun,27,80,Normal,14500000.00,105000.00
Escudero,28,79,Lean,10000000.00,20000.00
Kike García,28,79,Normal,13000000.00,32000.00
Elkeson,28,79,Stocky,13000000.00,25000.00
Ricardo Goulart,27,80,Normal,14500000.00,25000.00
J. Guðmundsson,27,79,Normal,13000000.00,61000.00
N. Clyne,27,80,Normal,11500000.00,94000.00
M. Hitz,30,79,Normal,8000000.00,41000.00
De Marcos,29,79,Lean,9500000.00,27000.00
B. Mee,28,79,Normal,10000000.00,58000.00
Rafael,27,79,Normal,10500000.00,60000.00
Iborra,30,79,Normal,9500000.00,66000.00
J. Wilshere,26,81,Normal,15000000.00,83000.00
B. Hübner,28,79,Normal,10000000.00,39000.00
Souza,29,79,Normal,10000000.00,44000.00
F. Coquelin,27,80,Normal,12000000.00,36000.00
Alex Teixeira,28,79,Normal,13000000.00,30000.00
A. Dzagoev,28,79,Normal,12500000.00,1000.00
I. Smolnikov,29,79,Lean,0.00,0.00
Y. M'Vila,28,80,Normal,11500000.00,36000.00
K. Asamoah,29,79,Stocky,9500000.00,62000.00
R. Zieler,29,80,Normal,10000000.00,32000.00
D. Drinkwater,28,79,Normal,12500000.00,110000.00
N. Kalinić,30,79,Lean,12000000.00,60000.00
Mariano,32,79,Lean,7000000.00,57000.00
S. Feghouli,28,79,Normal,12500000.00,65000.00
Adrien Silva,29,79,Normal,12000000.00,75000.00
Fernando,30,79,Lean,9500000.00,57000.00
I. Traoré,30,79,Lean,12000000.00,34000.00
G. Mercado,31,79,Stocky,8500000.00,19000.00
N. Petersen,29,79,Normal,12500000.00,35000.00
O. Karnezis,32,79,Normal,7000000.00,48000.00
M. Sakho,28,80,Normal,11500000.00,58000.00
Sidnei,28,80,Stocky,11500000.00,27000.00
S. Jovetić,28,79,Normal,13000000.00,79000.00
Eder,31,79,Normal,11500000.00,29000.00
J. Hernández,30,79,Normal,12000000.00,90000.00
Fabricio,30,79,Normal,8000000.00,47000.00
Kiko Casilla,31,79,Normal,7500000.00,105000.00
Ángel,31,79,Lean,11500000.00,31000.00
M. Schneiderlin,28,79,Lean,10000000.00,92000.00
M. Fellaini,30,79,Lean,11500000.00,120000.00
P. Wernbloom,32,79,Normal,7000000.00,1000.00
D. Ospina,29,79,Normal,8500000.00,80000.00
S. Mignolet,30,79,Normal,8000000.00,76000.00
A. Begović,31,79,Lean,7500000.00,52000.00
N. Şahin,29,79,Lean,10000000.00,32000.00
R. Bertrand,28,79,Normal,10000000.00,53000.00
A. Masiello,32,79,Normal,7000000.00,30000.00
T. Walcott,29,79,Lean,12500000.00,105000.00
Charles,34,79,Normal,6500000.00,31000.00
T. Heaton,32,79,Normal,7000000.00,45000.00
H. Ben Arfa,31,79,Lean,11000000.00,38000.00
D. Abraham,31,79,Normal,8500000.00,37000.00
E. Lavezzi,33,79,Stocky,8000000.00,22000.00
S. Kalou,32,79,Lean,10000000.00,34000.00
J. Farfán,33,79,Normal,7500000.00,1000.00
R. Babel,31,79,Normal,11000000.00,55000.00
A. Young,32,79,Lean,7000000.00,110000.00
J. Hart,31,79,Normal,7500000.00,45000.00
L. López,35,79,Normal,6000000.00,22000.00
D. Baier,34,79,Normal,3800000.00,28000.00
B. Yılmaz,32,79,Lean,10000000.00,41000.00
R. Adler,33,79,Normal,6500000.00,25000.00
S. Lichtsteiner,34,79,Lean,3600000.00,94000.00
E. Adebayor,34,79,Lean,6500000.00,34000.00
E. Belözoğlu,37,79,Stocky,4000000.00,23000.00
Loren,24,83,Lean,14000000.00,25000.00
Éder Militão,20,87,Lean,14000000.00,10000.00
F. Chiesa,20,87,Lean,16000000.00,46000.00
M. Lazzari,24,81,Lean,13000000.00,15000.00
A. Hakimi,19,86,Normal,12500000.00,49000.00
S. Nakajima,23,84,Normal,14000000.00,12000.00
L. Jović,20,86,Normal,15500000.00,12000.00
S. Ascacíbar,21,84,Normal,12000000.00,24000.00
A. Lafont,19,90,Lean,14000000.00,12000.00
T. Alexander-Arnold,19,88,Lean,14000000.00,36000.00
F. Krovinović,22,84,Normal,14000000.00,12000.00
Sidney Pessinho,26,78,Normal,9000000.00,27000.00
Everticinho,30,78,Normal,7500000.00,29000.00
Claudio Coíntra,34,78,Normal,5000000.00,30000.00
Ronaldo Esler,30,78,Lean,7500000.00,34000.00
P. Lees-Melou,25,80,Lean,12500000.00,33000.00
B. Chilwell,21,85,Normal,12500000.00,43000.00
João Novais,24,81,Normal,13000000.00,15000.00
D. Calabria,21,88,Normal,14500000.00,52000.00
F. Mendy,23,86,Normal,13000000.00,47000.00
L. Pellegrini,22,84,Normal,14000000.00,51000.00
Soares,27,79,Normal,12000000.00,17000.00
Daniel Podence,22,84,Normal,14000000.00,1000.00
M. Díaz,32,78,Stocky,6000000.00,15000.00
G. Martínez,25,82,Lean,13500000.00,25000.00
M. Eggestein,21,84,Lean,14000000.00,22000.00
Trezeguet,23,80,Normal,13000000.00,15000.00
N. Amiri,21,85,Normal,14500000.00,27000.00
Vallejo,21,86,Lean,13500000.00,81000.00
J. Gomez,21,88,Normal,14500000.00,61000.00
Diogo Jota,21,86,Lean,15500000.00,56000.00
Joan Jordán,23,83,Lean,13500000.00,22000.00
Dyego Sousa,28,78,Normal,10500000.00,19000.00
A. Marušić,25,79,Normal,12500000.00,46000.00
David Soria,25,80,Normal,9000000.00,18000.00
V. Rongier,23,83,Normal,14000000.00,25000.00
W. Weghorst,25,80,Lean,13000000.00,48000.00
O. Al Soma,29,78,Normal,10500000.00,47000.00
M. Nakamba,24,83,Normal,12000000.00,20000.00
Petros,29,78,Lean,10000000.00,43000.00
Pablo Maffeo,20,86,Lean,13000000.00,24000.00
Y. Mina,23,85,Normal,12500000.00,68000.00
M. Dúbravka,29,80,Lean,8500000.00,39000.00
Diego Carlos,25,80,Normal,10500000.00,25000.00
D. Djené,26,79,Normal,10000000.00,23000.00
G. Simeone,22,85,Normal,15000000.00,53000.00
M. Meza,25,79,Lean,12500000.00,23000.00
Bastos,26,79,Normal,10000000.00,44000.00
S. Lobotka,23,84,Normal,14000000.00,22000.00
Y. Tielemans,21,87,Normal,16000000.00,47000.00
Marcelo Goiano,30,78,Lean,7500000.00,15000.00
K. Tete,22,83,Normal,11500000.00,47000.00
Capa,26,81,Stocky,10500000.00,23000.00
M. Sportiello,26,81,Lean,9000000.00,22000.00
Jemerson,25,81,Lean,11000000.00,55000.00
N. Maksimović,26,81,Lean,11000000.00,54000.00
D. Zapata,27,79,Normal,12000000.00,41000.00
J. Correa,23,83,Lean,14000000.00,42000.00
E. Rigoni,25,81,Lean,13000000.00,29000.00
C. Izquierdoz,29,78,Normal,8000000.00,25000.00
W. Barrios,24,85,Lean,12500000.00,20000.00
J. Mojica,25,81,Lean,10500000.00,28000.00
A. Selikhov,24,82,Normal,9500000.00,1000.00
A. Iwobi,22,84,Normal,14000000.00,81000.00
D. Laxalt,25,80,Lean,12500000.00,76000.00
N. Bentaleb,23,83,Lean,13500000.00,29000.00
N. Stark,23,84,Normal,12000000.00,24000.00
M. Lemina,24,83,Normal,13500000.00,44000.00
L. Dendoncker,23,84,Normal,12000000.00,18000.00
Ricardo Esgaio,25,80,Normal,12500000.00,16000.00
P. Sisto,23,84,Lean,14000000.00,25000.00
P. Max,24,81,Normal,11000000.00,22000.00
R. Gagliardini,24,82,Lean,11500000.00,46000.00
Pere Pons,25,83,Lean,13500000.00,31000.00
D. Berardi,23,83,Lean,14000000.00,50000.00
M. Halstenberg,26,79,Normal,10000000.00,45000.00
J. Quintero,25,80,Stocky,12500000.00,15000.00
Tiago Volpi,27,80,Normal,8500000.00,10000.00
Óliver Torres,23,83,Normal,13500000.00,13000.00
Omar Mascarell,25,80,Normal,10500000.00,29000.00
H. Sakai,28,78,Normal,8000000.00,44000.00
Andreas Pereira,22,84,Lean,14000000.00,91000.00
A. Januzaj,23,84,Lean,14000000.00,29000.00
B. Cristante,23,86,Lean,15000000.00,26000.00
Matheus,25,82,Normal,9500000.00,12000.00
B. Traoré,22,83,Lean,14000000.00,57000.00
Y. Poulsen,24,80,Lean,13000000.00,48000.00
L. Trossard,23,84,Lean,14000000.00,17000.00
M. Arnold,24,83,Normal,13500000.00,40000.00
M. De Sciglio,25,81,Lean,10500000.00,78000.00
Leo Baptistao,25,79,Lean,12500000.00,29000.00
V. Chiricheş,28,78,Lean,8500000.00,57000.00
L. Pavoletti,29,78,Normal,10500000.00,39000.00
A. Cragno,24,84,Lean,10500000.00,21000.00
L. Castro,29,78,Normal,10000000.00,36000.00
N. Füllkrug,25,79,Normal,12500000.00,38000.00
F. Fajr,29,78,Normal,10000000.00,28000.00
R. Jiménez,27,79,Lean,12000000.00,15000.00
E. Sala,27,78,Normal,11000000.00,31000.00
S. García,27,78,Stocky,11000000.00,20000.00
S. Arias,26,81,Normal,10500000.00,46000.00
B. Reynet,27,80,Stocky,8500000.00,24000.00
Pozuelo,26,79,Normal,12000000.00,19000.00
A. Trebel,27,79,Normal,11500000.00,23000.00
J. Lascelles,24,83,Normal,12000000.00,39000.00
T. Kongolo,24,83,Lean,12000000.00,39000.00
A. Carrillo,27,78,Normal,11000000.00,14000.00
Álvaro,28,79,Lean,9500000.00,32000.00
G. Defrel,27,78,Lean,11000000.00,64000.00
Fernando,26,81,Stocky,11000000.00,1000.00
V. Darida,27,78,Lean,10500000.00,30000.00
R. Saponara,26,80,Normal,12500000.00,56000.00
Pedro Mendes,27,80,Normal,10000000.00,26000.00
C. Schindler,28,80,Normal,10000000.00,48000.00
N. Chadli,28,78,Normal,10500000.00,66000.00
Arbilla,31,78,Normal,7000000.00,23000.00
L. Dunk,26,81,Normal,11000000.00,46000.00
P. Hernández,31,78,Lean,9000000.00,24000.00
J. Guidetti,26,81,Stocky,13000000.00,29000.00
Sergi Gómez,26,83,Normal,11500000.00,17000.00
Oriol Romeu,26,80,Normal,10500000.00,46000.00
Lucas Pérez,29,78,Normal,10500000.00,85000.00
B. Natcho,30,78,Normal,9500000.00,1000.00
Cláudio Ramos,26,82,Normal,9500000.00,6000.00
F. Lejeune,27,80,Normal,10000000.00,46000.00
G. Krychowiak,28,79,Normal,9500000.00,1000.00
N. Lodeiro,29,78,Normal,10000000.00,11000.00
O. Özyakup,25,81,Lean,13000000.00,47000.00
C. Tévez,34,78,Stocky,5000000.00,26000.00
K. Papadopoulos,26,80,Stocky,10500000.00,16000.00
M. Gradel,30,78,Lean,10000000.00,32000.00
M. Debuchy,32,78,Normal,5500000.00,31000.00
V. Moses,27,78,Normal,11000000.00,105000.00
Z. Junuzović,30,78,Stocky,9500000.00,39000.00
Granero,30,78,Normal,9500000.00,30000.00
J. Baumgartlinger,30,78,Normal,7500000.00,53000.00
Fábio Coentrão,30,78,Lean,10000000.00,13000.00
B. Costil,30,78,Normal,6500000.00,32000.00
Hilton,40,78,Normal,0.00,18000.00
N. Gudelj,26,80,Normal,10500000.00,19000.00
L. Pratto,30,78,Stocky,10000000.00,28000.00
E. Hernández,30,78,Lean,10000000.00,29000.00
Jurado,32,78,Normal,8000000.00,41000.00
R. Cabella,28,78,Lean,10500000.00,36000.00
Rafael Tolói,27,80,Lean,10000000.00,27000.00
C. Bravo,35,78,Normal,2400000.00,50000.00
Hernanes,33,78,Normal,6000000.00,19000.00
K. Honda,32,78,Normal,8000000.00,12000.00
A. Dzyuba,29,78,Stocky,0.00,0.00
J. Holebas,34,78,Lean,2900000.00,51000.00
Javi García,31,78,Normal,7000000.00,23000.00
Sergio,31,78,Normal,6500000.00,19000.00
M. Cáceres,31,78,Lean,7000000.00,44000.00
Daniel Carriço,29,78,Normal,8000000.00,18000.00
J. Cork,29,78,Normal,10000000.00,58000.00
J. Tomkins,29,79,Normal,9000000.00,53000.00
Guilherme,32,78,Lean,6000000.00,1000.00
Gervinho,31,78,Lean,9000000.00,49000.00
J. Shelvey,26,80,Lean,12500000.00,50000.00
R. Eremenko,31,78,Lean,9000000.00,1000.00
R. Vormer,30,78,Normal,9500000.00,26000.00
J. Lens,30,78,Normal,10000000.00,50000.00
Adriano,33,78,Normal,4000000.00,45000.00
S. Cook,27,78,Normal,8500000.00,58000.00
L. Podolski,33,78,Normal,6500000.00,11000.00
C. Ansaldi,31,78,Normal,7000000.00,54000.00
Manu García,32,78,Normal,6000000.00,24000.00
R. Alessandrini,29,78,Normal,10000000.00,11000.00
J. Ward-Prowse,23,82,Normal,12000000.00,41000.00
M. Harnik,31,77,Normal,8000000.00,31000.00
B. Moukandjo,29,77,Normal,9000000.00,25000.00
G. Pereiro,23,82,Normal,12000000.00,15000.00
G. Castro,31,77,Normal,7500000.00,34000.00
Aarón Martín,21,85,Lean,11000000.00,18000.00
F. Johnson,30,77,Normal,8500000.00,29000.00
L. López,28,77,Normal,7000000.00,13000.00
M. Dossevi,30,77,Normal,8500000.00,30000.00
Caiuby,29,77,Normal,8500000.00,27000.00
Gabriel,24,81,Normal,11500000.00,11000.00
Iván Ramis,33,77,Stocky,3600000.00,22000.00
M. Suchý,30,77,Normal,6500000.00,26000.00
T. Vilhena,23,81,Stocky,11500000.00,13000.00
E. Çolak,27,77,Normal,9500000.00,27000.00
V. Germain,28,77,Lean,9000000.00,49000.00
G. Hoarau,34,77,Lean,4700000.00,26000.00
Sergio García,35,77,Normal,4099999.00,23000.00
E. Choupo-Moting,29,77,Normal,9000000.00,75000.00
J. Pinola,35,77,Normal,2100000.00,16000.00
J. Hendrix,23,82,Normal,10000000.00,13000.00
J. Izquierdo,25,78,Normal,10500000.00,45000.00
S. Sydorchuk,27,78,Normal,10000000.00,1000.00
C. Grenier,27,78,Normal,10000000.00,32000.00
T. Strobl,28,77,Normal,7000000.00,27000.00
V. Odjidja-Ofoe,29,77,Stocky,8500000.00,24000.00
N. Guzmán,32,77,Normal,5000000.00,38000.00
F. Fabra,27,78,Stocky,8000000.00,22000.00
J. Maddison,21,85,Lean,13000000.00,45000.00
K. El Ahmadi,33,77,Normal,3600000.00,35000.00
M. Carcela-González,29,77,Lean,8500000.00,19000.00
M. Gabbiadini,26,78,Normal,10500000.00,51000.00
Gomes,37,77,Lean,600000.00,25000.00
M. Ritchie,28,77,Normal,9000000.00,49000.00
G. Bou,28,77,Normal,9000000.00,26000.00
Javi Fuego,34,77,Normal,2700000.00,28000.00
E. Akbaba,25,80,Lean,11000000.00,51000.00
J. Amavi,24,82,Normal,10000000.00,34000.00
R. Malinovskyi,25,81,Stocky,11500000.00,17000.00
D. Welbeck,27,77,Normal,9500000.00,95000.00
G. Conti,23,83,Lean,10500000.00,10000.00
Bruno,28,78,Stocky,8000000.00,23000.00
Garry Rodrigues,27,77,Normal,9500000.00,53000.00
A. Schwolow,26,78,Normal,7000000.00,19000.00
L. Cook,21,84,Normal,12500000.00,44000.00
P. Pérez,32,77,Normal,6500000.00,24000.00
Gazzolisco,30,77,Normal,6500000.00,26000.00
Jonatan Soriano,32,77,Normal,7000000.00,23000.00
Rubén Peña,26,78,Lean,8500000.00,22000.00
Mikel San José,29,77,Lean,8500000.00,25000.00
P. Groß,27,78,Lean,10000000.00,47000.00
L. Baines,33,77,Normal,3400000.00,74000.00
A. Ogbonna,30,77,Normal,6500000.00,65000.00
Juan Jesus,27,77,Normal,7500000.00,51000.00
J. Martínez,31,77,Normal,8000000.00,22000.00
N. Elvedi,21,84,Normal,11000000.00,19000.00
G. Moreno,32,77,Normal,7000000.00,17000.00
J. Valdivia,34,77,Normal,4500000.00,10000.00
A. Carroll,29,77,Normal,9000000.00,80000.00
Luís Neto,30,77,Lean,0.00,0.00
A. Pyatov,34,77,Normal,3600000.00,1000.00
T. Gutiérrez,33,77,Normal,5500000.00,6000.00
Álex Remiro,23,83,Lean,9000000.00,15000.00
Wilson Eduardo,27,77,Normal,9500000.00,17000.00
Jorge Meré,21,83,Normal,10500000.00,15000.00
M. Elneny,25,79,Lean,9000000.00,76000.00
D. Torres,28,77,Normal,7000000.00,24000.00
Y. Bounou,27,80,Lean,7500000.00,22000.00
A. Prijović,28,77,Normal,9000000.00,1000.00
A. Jahanbakhsh,24,80,Normal,11500000.00,41000.00
J. Calleri,24,82,Normal,12000000.00,24000.00
Simão Acunha,30,77,Lean,8500000.00,35000.00
N. Müller,30,77,Lean,8500000.00,34000.00
L. Ocampos,23,82,Normal,12000000.00,38000.00
J. Rodriguez,28,77,Normal,9000000.00,41000.00
V. Ibišević,33,77,Normal,5500000.00,31000.00
S. Rondón,28,77,Stocky,9000000.00,41000.00
Victor Sánchez,30,77,Normal,6500000.00,26000.00
D. Suárez,30,77,Normal,6500000.00,22000.00
K. Huntelaar,34,77,Lean,4700000.00,20000.00
L. Dubois,23,84,Lean,10500000.00,44000.00
André Pinto,28,77,Lean,7000000.00,14000.00
K. Lala,26,78,Normal,8500000.00,19000.00
O. Kıvrak,30,77,Normal,5500000.00,24000.00
A. Bertolacci,27,77,Normal,9000000.00,75000.00
E. Giaccherini,33,77,Normal,5500000.00,20000.00
A. Živković,21,84,Normal,12500000.00,11000.00
R. Ábila,28,77,Stocky,9000000.00,27000.00
P. Diop,32,77,Normal,5000000.00,22000.00
D. Garmash,28,77,Lean,9000000.00,1000.00
T. Chandler,28,77,Normal,7000000.00,33000.00
R. Klavan,32,77,Normal,5000000.00,30000.00
A. Miranchuk,22,82,Lean,12000000.00,1000.00
D. Da Silva,30,77,Normal,6500000.00,30000.00
D. Benaglio,34,77,Normal,3600000.00,44000.00
T. Rincón,30,77,Stocky,8000000.00,42000.00
M. Pereira,34,77,Normal,2500000.00,13000.00
C. Borges,30,77,Normal,6500000.00,24000.00
J. Sand,37,77,Normal,3200000.00,3000.00
Markel Bergara,32,77,Normal,5000000.00,22000.00
Vágner Love,34,77,Stocky,4700000.00,50000.00
B. Bourigeaud,24,81,Lean,11500000.00,28000.00
R. Soriano,27,77,Normal,9500000.00,31000.00
D. Kuzyaev,25,80,Lean,0.00,0.00
R. Sambueza,34,77,Normal,4500000.00,26000.00
Montoya,27,78,Lean,8000000.00,43000.00
A. Poli,28,77,Lean,9000000.00,34000.00
C. Austin,28,77,Normal,9000000.00,53000.00
L. Tonelli,28,79,Normal,8500000.00,53000.00
M. Zárate,31,77,Normal,8000000.00,26000.00
J. Sancho,18,89,Lean,14500000.00,22000.00
D. Basta,33,77,Normal,3400000.00,41000.00
Marçal,29,77,Normal,6500000.00,54000.00
Munir,22,83,Lean,12500000.00,115000.00
G. Sio,29,77,Normal,0.00,0.00
J. McCarthy,27,77,Normal,7500000.00,74000.00
J. Aquino,28,77,Lean,9000000.00,54000.00
H. Pérez,29,77,Normal,8500000.00,29000.00
Jô,31,77,Normal,8000000.00,11000.00
R. Gurtner,31,77,Normal,5500000.00,15000.00
C. Sánchez,32,77,Normal,5000000.00,65000.00
